season,episode,character_killed,killer,method,method_cat,reason,location,allegiance,importance,
5,9,Meereen citizen,Son of the Harpy,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,None,1,
5,9,Meereen citizen,Son of the Harpy,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,None,1,
5,9,Meereen citizen,Son of the Harpy,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,None,1,
5,9,Meereen citizen,Son of the Harpy,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,None,1,
5,9,Meereen citizen,Son of the Harpy,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,None,1,
5,9,Son of the Harpy,Daario Naharis,Arakh,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Unsullied,Spear,Polearm,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Unsullied,Son of the Harpy,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,House Targaryen,1,
5,9,Unsullied,Son of the Harpy,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,House Targaryen,1,
5,9,Son of the Harpy,Daario Naharis,Arakh,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Hizdahr zo Loraq,Son of the Harpy,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,House Targaryen,3,
5,9,Son of the Harpy,Daario Naharis,Arakh,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Jorah Mormont,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Tyrion Lannister,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Unsullied,Spear,Polearm,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Unsullied,Son of the Harpy,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,House Targaryen,1,
5,9,Son of the Harpy,Jorah Mormont,Sword,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Unsullied,Son of the Harpy,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,House Targaryen,1,
5,9,Son of the Harpy,Unsullied,Spear,Polearm,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Unsullied,Son of the Harpy,Sword,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,House Targaryen,1,
5,9,Son of the Harpy,Unsullied,Spear,Polearm,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Unsullied,Spear,Polearm,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Jorah Mormont,Sword,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Daario Naharis,Arakh,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Unsullied,Son of the Harpy,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,House Targaryen,1,
5,9,Son of the Harpy,Daario Naharis,Arakh,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Daario Naharis,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Daario Naharis,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Daario Naharis,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Unsullied,Spear,Polearm,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Drogon,Dragon feet,Animal,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Drogon,Dragon feet,Animal,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Drogon,Dragon teeth,Animal,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Drogon,Dragonfire,Animal,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Drogon,Dragonfire,Animal,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Drogon,Dragonfire,Animal,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Drogon,Dragonfire,Animal,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Drogon,Dragonfire,Animal,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Drogon,Dragonfire,Animal,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Drogon,Dragonfire,Animal,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Drogon,Dragonfire,Animal,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Drogon,Dragonfire,Animal,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Drogon,Dragonfire,Animal,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Drogon,Dragonfire,Animal,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Drogon,Dragonfire,Animal,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Drogon,Dragonfire,Animal,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Drogon,Dragonfire,Animal,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Meereen citizen,Drogon,Dragonfire,Animal,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,None,1,
5,9,Meereen citizen,Drogon,Dragonfire,Animal,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,None,1,
5,9,Son of the Harpy,Drogon,Dragon teeth,Animal,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Unsullied,Son of the Harpy,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,House Targaryen,1,
5,9,Son of the Harpy,Daario Naharis,Arakh,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Jorah Mormont,Sword,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,9,Son of the Harpy,Daario Naharis,Knife,Blade,Killed during the attack on Daenerys during Meereen’s Great Games,Meereen,"Sons of the Harpy, Great Masters",1,
5,10,Selyse Baratheon,Selyse Baratheon,Hanging,Other,Suicide because of despair over Shireen’s sacrifice,The North,"House Baratheon of Dragonstone, House Florent",3,
5,10,Baratheon of Dragonstone soldier,Bolton soldier,Sword,Blade,Killed during Stannis’s failed attack on Winterfell,Winterfell,House Baratheon of Dragonstone,1,
5,10,Bolton soldier,Stannis Baratheon,Sword,Blade,Killed during Stannis’s failed attack on Winterfell,Winterfell,House Bolton,1,
5,10,Bolton soldier,Stannis Baratheon,Knife,Blade,Killed during Stannis’s failed attack on Winterfell,Winterfell,House Bolton,1,
5,10,Stannis Baratheon,Brienne of Tarth,Sword (Oathkeeper),Blade,Killed as revenge for Renly Baratheon’s death,Winterfell,House Baratheon of Dragonstone,4,
5,10,Baratheon of Dragonstone soldier,Ramsay Bolton,Sword,Blade,Killed during Stannis’s failed attack on Winterfell,Winterfell,House Baratheon of Dragonstone,1,
5,10,Baratheon of Dragonstone soldier,Ramsay Bolton,Sword,Blade,Killed during Stannis’s failed attack on Winterfell,Winterfell,House Baratheon of Dragonstone,1,
5,10,Myranda,Theon Greyjoy,Falling,Falling,Attacked Sansa Stark when Sansa was escaping Winterfell,Winterfell,House Bolton,3,
5,10,Meryn Trant,Arya Stark,Knife,Blade,Revenge for killing Syrio Forel,Braavos,"House Lannister, House Baratheon of King’s Landing",3,
5,10,Faceless man,Faceless man,Poison,Poison,Suicide/sacrifice to the Many-Faced God to compensate for Arya Stark’s killing of Meryn Trant,Braavos,Faceless Men,3,
5,10,Myrcella Baratheon,Ellaria Sand,Lipstick poison,Poison,Revenge for Oberyn Martell’s death,Dorne,"House Baratheon of King’s Landing, House Lannister",3,
5,10,Jon Snow,Night’s Watch brothers (final blow: Olly),Knife,Blade,"“For the Watch.” Jon Snow tried to save the Wildlings, which went against everything the Night’s Watch stood for. (He is later resurrected by Melisandre.)",Castle Black,"Night’s Watch, House Stark",4,
6,1,Bolton soldier,Brienne of Tarth,Sword,Blade,Killed when Brienne and Podrick rescued Sansa and Theon,The North,House Bolton,1,
6,1,Bolton soldier,Brienne of Tarth,Sword,Blade,Killed when Brienne and Podrick rescued Sansa and Theon,The North,House Bolton,1,
6,1,Bolton soldier,Podrick Payne,Sword,Blade,Killed when Brienne and Podrick rescued Sansa and Theon,The North,House Bolton,1,
6,1,Bolton soldier,Brienne of Tarth,Knife,Blade,Killed when Brienne and Podrick rescued Sansa and Theon,The North,House Bolton,1,
6,1,Bolton soldier,Theon Greyjoy,Sword,Blade,Killed when Brienne and Podrick rescued Sansa and Theon,The North,House Bolton,1,
6,1,Areo Hotah,Tyene Sand,Knife,Blade,Killed during Ellaria Sand’s coup as Doran refused to get revenge for Oberyn,Dorne,House Martell,3,
6,1,Maester Caleotte,Tyene Sand,Knife,Blade,Killed during Ellaria Sand’s coup as Doran refused to get revenge for Oberyn,Dorne,House Martell,2,
6,1,Doran Martell,Ellaria Sand,Knife,Blade,Killed during Ellaria Sand’s coup as Doran refused to get revenge for Oberyn,Dorne,House Martell,3,
6,1,Trystane Martell,Obara Sand,Spear,Polearm,Killed during Ellaria Sand’s coup as Doran refused to get revenge for Oberyn,Dorne,House Martell,3,
6,2,Night’s Watch brother,Tormund,Sword,Blade,Killed when the wildlings storm Castle Black to defend Jon’s allies from Alliser Thorne,Castle Black,Night’s Watch,1,
6,2,Night’s Watch brother,Wun Weg Wun Dar Wun,Hands,Crushing,Killed when the wildlings storm Castle Black to defend Jon’s allies from Alliser Thorne,Castle Black,Night’s Watch,1,
6,2,King’s Landing storyteller,Gregor “the Mountain” Clegane,Hands,Crushing,Said offensive and false things about Cersei,King’s Landing,Smallfolk,2,
6,2,Roose Bolton,Ramsay Bolton,Knife,Blade,Ramsay feared he would no longer be heir after a new son was born to Roose,Winterfell,House Bolton,4,
6,2,Walda Bolton,Ramsay Bolton,Dogs,Animal,Ramsay feared he would no longer be heir after a new son was born to Roose,Winterfell,House Bolton,2,
6,2,Newborn Bolton son,Ramsay Bolton,Dogs,Animal,Ramsay feared he would no longer be heir after a new son was born to Roose,Winterfell,House Bolton,2,
6,2,Balon Greyjoy,Euron Greyjoy,Falling,Falling,Killed in a coup by Euron,Iron Islands,House Greyjoy,3,
6,3,Stark soldier,Gerold Hightower,Sword,Blade,Killed when Ned Stark tried to rescue Lyanna from the Tower of Joy,Tower of Joy,House Stark,1,
6,3,Gerold Hightower,Ned Stark,Sword,Blade,Killed when Ned Stark tried to rescue Lyanna from the Tower of Joy,Tower of Joy,"House Targaryen, House Hightower",2,
6,3,Stark soldier,Arthur Dayne,Sword,Blade,Killed when Ned Stark tried to rescue Lyanna from the Tower of Joy,Tower of Joy,House Stark,1,
6,3,Stark soldier,Arthur Dayne,Sword,Blade,Killed when Ned Stark tried to rescue Lyanna from the Tower of Joy,Tower of Joy,House Stark,1,
6,3,Stark soldier,Arthur Dayne,Sword,Blade,Killed when Ned Stark tried to rescue Lyanna from the Tower of Joy,Tower of Joy,House Stark,1,
6,3,Arthur Dayne,Ned Stark,Sword,Blade,Killed when Ned Stark tried to rescue Lyanna from the Tower of Joy. Killed after first being stabbed from behind by Howland Reed.,Tower of Joy,"House Targaryen, House Dayne",2,
6,3,Shaggydog,Unknown,Unknown,Unknown,Captured by the Umbers as confirmation of Rickon Stark’s identity,The North,House Stark,2,
6,3,Bowen Marsh,Jon Snow,Hanging,Other,"Betrayed and stabbed Jon Snow, their lord commander",Castle Black,Night’s Watch,2,
6,3,Othell Yarwyck,Jon Snow,Hanging,Other,"Betrayed and stabbed Jon Snow, their lord commander",Castle Black,Night’s Watch,2,
6,3,Alliser Thorne,Jon Snow,Hanging,Other,"Betrayed and stabbed Jon Snow, their lord commander",Castle Black,"Night’s Watch, House Thorne",3,
6,3,Olly,Jon Snow,Hanging,Other,"Betrayed and stabbed Jon Snow, their lord commander",Castle Black,Night’s Watch,3,
6,4,Iggo,Daario Naharis,Hands,Hands,Killed when Jorah and Daario sneak into Vaes Dothrak to try and rescue Daenerys ,Vaes Dothrak,Dothraki,1,
6,4,Aggo,Daario Naharis,Knife,Blade,Killed when Jorah and Daario sneak into Vaes Dothrak to try and rescue Daenerys ,Vaes Dothrak,Dothraki,2,
6,4,Osha,Ramsay Bolton,Knife,Blade,Tried to kill Ramsay after she and Rickon were captured,Winterfell,"House Stark, Free Folk",3,
6,4,Khal Rhalko,Daenerys Targaryen,Fire,Fire/Burning,Tried to keep Daenerys in Vaes Dothrak and threatened to rape her,Vaes Dothrak,Dothraki,1,
6,4,Khal Brozho,Daenerys Targaryen,Fire,Fire/Burning,Tried to keep Daenerys in Vaes Dothrak and threatened to rape her,Vaes Dothrak,Dothraki,1,
6,4,Khal Qorro,Daenerys Targaryen,Fire,Fire/Burning,Tried to keep Daenerys in Vaes Dothrak and threatened to rape her,Vaes Dothrak,Dothraki,1,
6,4,Khal Forzho,Daenerys Targaryen,Fire,Fire/Burning,Tried to keep Daenerys in Vaes Dothrak and threatened to rape her,Vaes Dothrak,Dothraki,1,
6,4,Dothraki Khal,Daenerys Targaryen,Fire,Fire/Burning,Tried to keep Daenerys in Vaes Dothrak and threatened to rape her,Vaes Dothrak,Dothraki,1,
6,4,Dothraki Khal,Daenerys Targaryen,Fire,Fire/Burning,Tried to keep Daenerys in Vaes Dothrak and threatened to rape her,Vaes Dothrak,Dothraki,1,
6,4,Dothraki Khal,Daenerys Targaryen,Fire,Fire/Burning,Tried to keep Daenerys in Vaes Dothrak and threatened to rape her,Vaes Dothrak,Dothraki,1,
6,4,Dothraki Khal,Daenerys Targaryen,Fire,Fire/Burning,Tried to keep Daenerys in Vaes Dothrak and threatened to rape her,Vaes Dothrak,Dothraki,1,
6,4,Dothraki Khal,Daenerys Targaryen,Fire,Fire/Burning,Tried to keep Daenerys in Vaes Dothrak and threatened to rape her,Vaes Dothrak,Dothraki,1,
6,4,Dothraki Khal,Daenerys Targaryen,Fire,Fire/Burning,Tried to keep Daenerys in Vaes Dothrak and threatened to rape her,Vaes Dothrak,Dothraki,1,
6,4,Dothraki Khal,Daenerys Targaryen,Fire,Fire/Burning,Tried to keep Daenerys in Vaes Dothrak and threatened to rape her,Vaes Dothrak,Dothraki,1,
6,4,Dothraki Khal,Daenerys Targaryen,Fire,Fire/Burning,Tried to keep Daenerys in Vaes Dothrak and threatened to rape her,Vaes Dothrak,Dothraki,1,
6,4,Khal Moro,Daenerys Targaryen,Fire,Fire/Burning,Tried to keep Daenerys in Vaes Dothrak and threatened to rape her,Vaes Dothrak,Dothraki,2,
6,4,Moro’s bloodrider 1,Daenerys Targaryen,Fire,Fire/Burning,Tried to keep Daenerys in Vaes Dothrak and threatened to rape her,Vaes Dothrak,Dothraki,2,
6,4,Moro’s bloodrider 2,Daenerys Targaryen,Fire,Fire/Burning,Tried to keep Daenerys in Vaes Dothrak and threatened to rape her,Vaes Dothrak,Dothraki,2,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Child of the Forest,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Child of the Forest,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Child of the Forest,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Child of the Forest,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Child of the Forest,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Child of the Forest,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Child of the Forest,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Child of the Forest,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Meera Reed,Sword,Blade,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Summer,Direwolf teeth,Animal,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Knife,Blade,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Child of the Forest,Arrow,Arrow,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Child of the Forest,Wight,Axe,Axe,Killed during the Night King’s attack to capture Bran,Beyond the Wall,Children of the Forest,1,
6,5,Wight,Child of the Forest,Arrow,Arrow,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Child of the Forest,Arrow,Arrow,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Child of the Forest,Arrow,Arrow,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Child of the Forest,Wight,Hands,Hands,Killed during the Night King’s attack to capture Bran,Beyond the Wall,Children of the Forest,1,
6,5,Child of the Forest,Wight,Sword,Blade,Killed during the Night King’s attack to capture Bran,Beyond the Wall,Children of the Forest,1,
6,5,Wight,Meera Reed,Sword,Blade,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Child of the Forest,Spear,Polearm,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Child of the Forest,Arrow,Arrow,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Child of the Forest,White Walker,Ice sword,Blade,Killed during the Night King’s attack to capture Bran,Beyond the Wall,Children of the Forest,1,
6,5,White Walker,Meera Reed,Dragonglass spear,Polearm,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Summer,Wight,Sword,Blade,Killed during the Night King’s attack to capture Bran,Beyond the Wall,House Stark,3,
6,5,Three-Eyed Raven,Night King,Ice scimitar,Blade,Killed during the Night King’s attack to capture Bran,Beyond the Wall,Children of the Forest,3,
6,5,Leaf,Wight,Knives,Blade,Killed during the Night King’s attack to capture Bran,Beyond the Wall,Children of the Forest,3,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Wight,Leaf,Magic fireball,Magic,Killed during the Night King’s attack to capture Bran,Beyond the Wall,None,1,
6,5,Hodor,Wight,Hands,Hands,"Killed during the Night King’s attack when told to “hold the door” to allow Bran and Meera to escape, revealing the origin of his name",Beyond the Wall,House Stark,4,
6,6,Aerys II Targaryen,Jaime Lannister,Sword,Blade,Tried to blow up all of King’s Landing using wildfire when Tywin Lannister sacked the city,King’s Landing,House Targaryen,2,
6,6,Wight,Benjen Stark,Horse’s hooves,Crushing,Killed when Benjen rescued Bran and Meera,Beyond the Wall,None,1,
6,6,Wight,Benjen Stark,Horse’s hooves,Crushing,Killed when Benjen rescued Bran and Meera,Beyond the Wall,None,1,
6,6,Wight,Benjen Stark,Flame flail,Fire/Burning,Killed when Benjen rescued Bran and Meera,Beyond the Wall,None,1,
6,6,Wight,Benjen Stark,Flame flail,Fire/Burning,Killed when Benjen rescued Bran and Meera,Beyond the Wall,None,1,
6,6,Wight,Benjen Stark,Tree,Crushing,Killed when Benjen rescued Bran and Meera,Beyond the Wall,None,1,
6,6,Wight,Benjen Stark,Scythe,Blade,Killed when Benjen rescued Bran and Meera,Beyond the Wall,None,1,
6,6,Wight,Benjen Stark,Scythe,Blade,Killed when Benjen rescued Bran and Meera,Beyond the Wall,None,1,
6,6,Wight,Benjen Stark,Flame flail,Fire/Burning,Killed when Benjen rescued Bran and Meera,Beyond the Wall,None,1,
6,7,Ray,Brotherhood Without Banners rogue,Hanging,Other,Killed for his congregation’s food and other supplies,Riverlands,Smallfolk,2,
6,8,Steve,Sandor “the Hound” Clegane,Axe,Axe,Revenge for the congregation killed by rogue members of the Brotherhood without Banners,Riverlands,Brotherhood Without Banners,2,
6,8,Riddell,Sandor “the Hound” Clegane,Axe,Axe,Revenge for the congregation killed by rogue members of the Brotherhood without Banners,Riverlands,Brotherhood Without Banners,1,
6,8,Morgan,Sandor “the Hound” Clegane,Axe,Axe,Revenge for the congregation killed by rogue members of the Brotherhood without Banners,Riverlands,Brotherhood Without Banners,1,
6,8,Gatins,Sandor “the Hound” Clegane,Axe,Axe,Revenge for the congregation killed by rogue members of the Brotherhood without Banners,Riverlands,Brotherhood Without Banners,2,
6,8,Faith Militant brother,Gregor “the Mountain” Clegane,Hands,Hands,Tried to forcefully take Cersei to meet the High Sparrow,King’s Landing,Faith Militant,1,
6,8,Brynden “the Blackfish” Tully,Lannister soldier,Unknown,Unknown,Refused to surrender Riverrun to the Freys and Lannisters,Riverrun,House Tully,3,
6,8,Brotherhood Without Banners rogue,Sandor “the Hound” Clegane,Hanging,Other,Murdered a congregation of peaceful villagers and sullied the good name of the Brotherhood Without Banners,Riverlands,Brotherhood Without Banners,1,
6,8,Lem Lemoncloak,Sandor “the Hound” Clegane,Hanging,Other,Murdered a congregation of peaceful villagers and sullied the good name of the Brotherhood Without Banners,Riverlands,Brotherhood Without Banners,2,
6,8,Brotherhood Without Banners rogue,Beric Dondarrion,Hanging,Other,Murdered a congregation of peaceful villagers and sullied the good name of the Brotherhood Without Banners,Riverlands,Brotherhood Without Banners,1,
6,8,Lady Crane,The Waif,Knife,Blade,"Helped hide and heal Arya Stark. A fellow, jealous actress also wanted her dead and hired the Faceless Men to assassinate her ",Braavos,Smallfolk,3,
6,8,The Waif,Arya Stark,Sword (Needle),Blade,Tried to kill Arya after she refused to assassinate Lady Crane,Braavos,Faceless Men,3,
6,9,Meereen citizen,Yunkai soldier,Flaming trebuchet projectile,Other,Killed during attack on Meereen by slave traders unhappy with Daenerys’s decision to end slavery,Meereen,None,1,
